Noncampuscrime070809.csv
UNITID_P,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,MURD7,NEG_M7,FORCIB7,NONFOR7,ROBBE7,AGG_A7,BURGLA7,VEHIC7,ARSON7,MURD8,NEG_M8,FORCIB8,NONFOR8,ROBBE8,AGG_A8,BURGLA8,VEHIC8,ARSON8,MURD9,NEG_M9,FORCIB9,NONFOR9,ROBBE9,AGG_A9,BURGLA9,VEHIC9,ARSON9,FILTER07,FILTER08,FILTER09
118930001.0,Mission College,Mission College,3000 Mission College Blvd,Santa Clara,CA,95054.0,4.0,Public, 2-year,4728.0,6226.0,10954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
118958001.0,Modern Beauty Academy,Modern Beauty Academy,699 SOUTH C ST,OXNARD,CA,93030.0,9.0,Private for-profit, less-than 2-year,6.0,55.0,61.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
118967001.0,Kaplan College,Main Campus,6180 LAUREL CYN BLVD STE 101,NORTH HOLLYWOOD,CA,916063231.0,6.0,Private for-profit, 2-year,630.0,658.0,1288.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
118976001.0,Modesto Junior College,MJC/East Campus,435 COLLEGE AVE,MODESTO,CA,953505800.0,4.0,Public, 2-year,7734.0,10676.0,18410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
118976002.0,Modesto Junior College,MJC/West Campus and YCCD District Offices,2201 Blue Gum Avenue,Modesto,CA,95352.0,4.0,Public, 2-year,7734.0,10676.0,18410.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
118994001.0,Moler Barber College,Main Campus,3815 TELEGRAPH AVENUE,OAKLAND,CA,946092419.0,9.0,Private for-profit, less-than 2-year,24.0,1.0,25.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119058001.0,Monterey Institute of International Studies,Monterey Institute of International Studies,460 Pierce Street,MONTEREY,CA,93940.0,2.0,Private nonprofit, 4-year or above,306.0,504.0,810.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119067001.0,Monterey Peninsula College,Monterey Campus,980 FREMONT ST,MONTEREY,CA,939404799.0,4.0,Public, 2-year,4525.0,5053.0,9578.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0
119067002.0,Monterey Peninsula College,MPC Public Safety Training Center,2642 Colonel Durham Street,Seaside,CA,93955.0,4.0,Public, 2-year,4525.0,5053.0,9578.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,1.0,1.0
119137001.0,Moorpark College,Main Campus,7075 Campus Rd,Moorpark,CA,93021.0,4.0,Public, 2-year,7533.0,8860.0,16393.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119164001.0,Mt San Antonio College,Main Campus,1100 N GRAND AVE,WALNUT,CA,917891399.0,4.0,Public, 2-year,14373.0,15562.0,29935.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119173001.0,Mount St Mary's College,Chalon,12001 CHALON RD,LOS ANGELES,CA,900491599.0,2.0,Private nonprofit, 4-year or above,273.0,2209.0,2482.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119173002.0,Mount St Mary's College,Doheny,10 Chester Place,Los Angeles,CA,900072598.0,2.0,Private nonprofit, 4-year or above,273.0,2209.0,2482.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119216001.0,Mt. San Jacinto Community College District,San Jacinto Campus,1499 N STATE ST,SAN JACINTO,CA,925832399.0,4.0,Public, 2-year,7167.0,10416.0,17583.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
119216002.0,Mt. San Jacinto Community College District,Menifee Valley Campus,28237 La Piedra Road,Menifee,CA,92584.0,4.0,Public, 2-year,7167.0,10416.0,17583.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119216003.0,Mt. San Jacinto Community College District,Temecula Education Complex,27447 and 27463 Enterprise Circle West,Temecula,CA,92590.0,4.0,Public, 2-year,7167.0,10416.0,17583.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,1.0
119234001.0,Mueller College of Holistic Studies,Main Campus,123 Camino de la Reina, Suite 100 North,San Diego,CA,92108.0,9.0,Private for-profit, less-than 2-year,72.0,167.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119270001.0,Musicians Institute,Main Campus,1655 McCadden PLace,Los Angeles,CA,90028.0,3.0,Private for-profit, 4-year or above,1173.0,252.0,1425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119331001.0,Napa Valley College,Main Campus,2277 NAPA VALLEJO HWY,NAPA,CA,945586236.0,4.0,Public, 2-year,3114.0,4168.0,7282.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119331002.0,Napa Valley College,Upper Valley Campus,1088 College Ave.,Saint Helena,CA,94574.0,4.0,Public, 2-year,3114.0,4168.0,7282.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119331003.0,Napa Valley College,Community Education Center,1360 Menlo St.,Napa,CA,94558.0,4.0,Public, 2-year,3114.0,4168.0,7282.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119340001.0,Everest College-San Francisco,Main Campus,814 MISSION ST,  Suite 500,SAN FRANCISCO,CA,941033038.0,9.0,Private for-profit, less-than 2-year,114.0,513.0,627.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119359001.0,Everest College-Reseda,Main Campus,18040 SHERMAN WAY STE 400,RESEDA,CA,913354631.0,9.0,Private for-profit, less-than 2-year,287.0,803.0,1090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0
119368001.0,Everest College-LA Wilshire,Everest College,3460 WILSHIRE BLVD SUITE # 500,LOS ANGELES,CA,90010.0,6.0,Private for-profit, 2-year,63.0,545.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119438001.0,Everest College-San Jose,Main Campus,1245 SOUTH WINCHESTER BLVD #102,SAN JOSE,CA,95128.0,9.0,Private for-profit, less-than 2-year,93.0,579.0,672.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119456001.0,Everest College-Gardena,Everest College,1045 W. Redondo Beach Boulevard, Suite 275,Gardena,CA,90247.0,9.0,Private for-profit, less-than 2-year,87.0,875.0,962.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119465001.0,Everest College-Alhambra,Everest College - Alhambra Campus,2215 W. Mission Road,Alhambra,CA,91803.0,9.0,Private for-profit, less-than 2-year,181.0,556.0,737.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119508001.0,Everest College-San Bernardino,Everest College - San Bernardino,217 E. Club Center Drive, Suite A,San Bernardino,CA,92408.0,6.0,Private for-profit, 2-year,491.0,776.0,1267.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119544001.0,The National Hispanic University,Main Campus,14271 STORY RD,SAN JOSE,CA,951273823.0,2.0,Private nonprofit, 4-year or above,210.0,385.0,595.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119553001.0,National Holistic Institute,Main Campus,5900 Doyle ST,EMERYVILLE,CA,946082008.0,9.0,Private for-profit, less-than 2-year,51.0,136.0,187.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119553002.0,National Holistic Institute,San Jose Branch Campus,3031 Tisch Way, Suite 1 Plaza South,San Jose,CA,95128.0,9.0,Private for-profit, less-than 2-year,51.0,136.0,187.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119553003.0,National Holistic Institute,Petaluma Satellite Campus,1347 Redwood Way,Petaluma,CA,94954.0,9.0,Private for-profit, less-than 2-year,51.0,136.0,187.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119553004.0,National Holistic Institute,Encino Branch Campus,15720 Ventura BLVD, Suite 101,Encino,CA,91436.0,9.0,Private for-profit, less-than 2-year,51.0,136.0,187.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119553005.0,National Holistic Institute,San Francisco,1665 Market Street,San Francisco,CA,94103.0,9.0,Private for-profit, less-than 2-year,51.0,136.0,187.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119605001.0,National University,NATIONAL UNIVERSITY,11355 N TORREY PINES RD,LA JOLLA,CA,92137.0,2.0,Private nonprofit, 4-year or above,5417.0,10136.0,15553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
119775001.0,Newschool of Architecture and Design,NewSchool of Architecture & Design,1249 F ST,SAN DIEGO,CA,92101.0,3.0,Private for-profit, 4-year or above,384.0,214.0,598.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119827001.0,Marinello School of Beauty,Marinello School of Beauty-Wilshire,6111 Wilshire Boulevard,LOS ANGELES,CA,90048.0,9.0,Private for-profit, less-than 2-year,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119845001.0,Newberry School of Beauty,Main Campus,16852 DEVONSHIRE BLVD,GRANADA HILLS,CA,913447401.0,9.0,Private for-profit, less-than 2-year,7.0,206.0,213.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119951001.0,North Adrians Beauty College,Main Campus,124 FLOYD AVE,MODESTO,CA,953502381.0,9.0,Private for-profit, less-than 2-year,15.0,260.0,275.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
119951002.0,North Adrians Beauty College,Adrians Beauty College of Tracy,3000 W. Grantline Rd,Tracy,CA,95376.0,9.0,Private for-profit, less-than 2-year,15.0,260.0,275.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,1.0
120069001.0,North-West College-Pomona,Main Campus,134 W HOLT AVE,POMONA,CA,91768.0,9.0,Private for-profit, less-than 2-year,15.0,63.0,78.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
120078001.0,North-West College-West Covina,Main Campus,2121 W GARVEY AVE,WEST COVINA,CA,91790.0,9.0,Private for-profit, less-than 2-year,32.0,130.0,162.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
120087001.0,North-West College-Pasadena,NORTH-WEST COLLEGE,530 E UNION,PASADENA,CA,91101.0,9.0,Private for-profit, less-than 2-year,9.0,47.0,56.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
120184001.0,Notre Dame de Namur University,Main Campus,1500 RALSTON AVE,BELMONT,CA,940021997.0,2.0,Private nonprofit, 4-year or above,463.0,1150.0,1613.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
120254001.0,Occidental College,Occidental College,1600 CAMPUS RD,LOS ANGELES,CA,900413392.0,2.0,Private nonprofit, 4-year or above,862.0,1127.0,1989.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
120272001.0,Oceanside College of Beauty,Main Campus,1575 S COAST HWY,OCEANSIDE,CA,920545356.0,9.0,Private for-profit, less-than 2-year,14.0,109.0,123.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
120290001.0,Ohlone College,Ohlone Community College District,43600 Mission Blvd.,Fremont,CA,945390390.0,4.0,Public, 2-year,5637.0,6058.0,11695.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
120342001.0,Orange Coast College,Main Campus,2701 FAIRVIEW ROAD,COSTA MESA,CA,926285005.0,4.0,Public, 2-year,12871.0,12445.0,25316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
120403001.0,Otis College of Art and Design,Otis College of Art and Design (Goldsmith campus),9045 Lincoln Boulevard,Los Angeles,CA,900453505.0,2.0,Private nonprofit, 4-year or above,389.0,832.0,1221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
120403002.0,Otis College of Art and Design,Otis School of Fashion Design (CalMart location),110 East 9th St. Suite C201,Los Angeles,CA,90079.0,2.0,Private nonprofit, 4-year or above,389.0,832.0,1221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
120403003.0,Otis College of Art and Design,Graduate Studios at El Segundo,1550 East Franklin Avenue,El Segundo,CA,902454336.0,2.0,Private nonprofit, 4-year or above,389.0,832.0,1221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
120403004.0,Otis College of Art and Design,Graduate Public Practice-Santa Monica,1657 18th Street,Santa Monica,CA,90404.0,2.0,Private nonprofit, 4-year or above,389.0,832.0,1221.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
120421001.0,Oxnard College,Main Campus,4000 S Rose Avenue,Oxnard,CA,93030.0,4.0,Public, 2-year,3745.0,4897.0,8642.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
120537001.0,Hope International University,Main Campus,2500 E Nutwood Ave,Fullerton,CA,928313104.0,2.0,Private nonprofit, 4-year or above,423.0,564.0,987.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
120661001.0,Concorde Career Colleges,Concorde Career College,4393 Imperial Ave. Suite 100,San Diego,CA,921131964.0,6.0,Private for-profit, 2-year,153.0,513.0,666.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
120698001.0,Pacific Graduate School of Psychology,Main Campus,1791 Arastradero Rd.,Palo Alto,CA,94304.0,2.0,Private nonprofit, 4-year or above,117.0,452.0,569.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
120740001.0,Pacific Lutheran Theological Seminary,Main Campus,2770 MARIN AVE,BERKELEY,CA,947081597.0,2.0,Private nonprofit, 4-year or above,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
120768001.0,Pacific Oaks College,Main Campus,5 WESTMORELAND PL,PASADENA,CA,91103.0,2.0,Private nonprofit, 4-year or above,49.0,529.0,578.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
120768002.0,Pacific Oaks College,Eureka Campus,55 Eureka Street,Pasadena,CA,91103.0,2.0,Private nonprofit, 4-year or above,49.0,529.0,578.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
120795001.0,Pacific School of Religion,Main Campus,1798 SCENIC AVE,BERKELEY,CA,94709.0,2.0,Private nonprofit, 4-year or above,80.0,109.0,189.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
120838001.0,Pacific States University,Main Campus,1516 S WESTERN AVE,LOS ANGELES,CA,900064234.0,2.0,Private nonprofit, 4-year or above,111.0,86.0,197.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
120865001.0,Pacific Union College,Main Campus,One Angwin Avenue,Angwin,CA,945089707.0,2.0,Private nonprofit, 4-year or above,667.0,859.0,1526.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
120883001.0,University of the Pacific,Main Campus,3601 PACIFIC AVE,STOCKTON,CA,95211.0,2.0,Private nonprofit, 4-year or above,2857.0,3544.0,6401.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
120883002.0,University of the Pacific,Arthur A. Dugoni School of Dentistry,2155 Webster Street,San Francisco,CA,94115.0,2.0,Private nonprofit, 4-year or above,2857.0,3544.0,6401.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
120883003.0,University of the Pacific,McGeorge School of Law,3200 FIFTH AVE,SACRAMENTO,CA,958172705.0,2.0,Private nonprofit, 4-year or above,2857.0,3544.0,6401.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
120944001.0,Palmer College of Chiropractic-West Campus,West Campus Palmer College of Chiropractic,90 E. Tasman Drive,San Jose,CA,951341617.0,2.0,Private nonprofit, 4-year or above,186.0,97.0,283.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
120953001.0,Palo Verde College,Main Campus,ONE COLLEGE DRIVE,BLYTHE,CA,92225.0,4.0,Public, 2-year,2725.0,791.0,3516.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
